name,class,D,t,state,Lr,Lr_unc,Lr_uplim_bool,Lx,Lx_unc_l,Lx_unc_u,Lx_uplim_bool
MAXI J1803-298,candidateBH,8.0,59484.57,SS,8.82336327917364e+27,2.201479291413974e+27,0,5.096543151830407e+36,3.934491393107806e+35,3.839924890715656e+35,0
MAXI J1803-298,candidateBH,8.0,59491.64,SS,6.764578514033126e+27,2.2548595046777089e+27,1,3.81911973283659e+36,2.8648621244685353e+35,2.7891205369738942e+35,0
MAXI J1803-298,candidateBH,8.0,59496.64,SS,7.156727993107508e+27,2.3855759977025025e+27,1,3.3892849977581423e+36,3.213459468694136e+35,3.1929828686892144e+35,0
MAXI J1803-298,candidateBH,8.0,59510.54,HS,1.0097849086165389e+28,2.0247090504255661e+27,0,1.2548707416910811e+35,1.6245939151915767e+34,2.041970056505013e+34,0
MAXI J1803-298,candidateBH,8.0,59518.61,HS,8.529251169867853e+27,2.1024901956897259e+27,0,3.140500212745009e+34,4.7319859523281165e+33,5.934608176468051e+33,0
MAXI J1807+132,NS,6.3,60141.74886,IMS,8.207795825400042e+27,1.2259039239186116e+27,0,2.645224646852153e+36,2.627918228267019e+35,2.6255335014886982e+35,0
MAXI J1807+132,NS,6.3,60146.75236,HS,1.2889279370257844e+28,4.296426456752615e+27,1,1.213282789584974e+36,6.391591750624969e+34,6.257271993556534e+34,0
MAXI J1807+132,NS,6.3,60153.81543,SS,8.207795825400042e+27,2.7359319418000143e+27,1,1.0897452717539435e+35,1.0706587201741823e+34,1.060191750456065e+34,0
MAXI J1807+132,NS,6.3,60160.8526,QS,6.748632123106703e+27,2.2495440410355674e+27,1,6.334646839287626e+35,6.025466840346434e+34,5.9912698744116765e+34,0
MAXI J1807+132,NS,6.3,60169.72614,Unclear,5.350266908408917e+27,1.7834223028029726e+27,1,6.732212449029785e+33,2.945137700792237e+33,3.363254273230796e+33,0
MAXI J1807+132,NS,6.3,60174.67028,Unclear,6.931027585893371e+27,2.3103425286311234e+27,1,2.192274537055897e+35,2.540867373682556e+34,2.359715342130611e+34,0
MAXI J1807+132,NS,6.3,60191.65661,Unclear,8.694183726164488e+27,2.8980612420548293e+27,1,6.0360788055606865e+34,1.5686779275604745e+34,1.95943448790375e+34,0
MAXI J1807+132,NS,6.3,60195.62164,Unclear,8.511788263377823e+27,2.837262754459274e+27,1,1.9284175803904706e+33,1.0463019286178514e+33,2.076328534562113e+33,0
MAXI J1807+132,NS,6.3,60210.63898,Unclear,6.32304270993781e+27,2.1076809033126032e+27,1,6.236557337404202e+33,2.2534043166311724e+33,3.302050681395724e+33,0
MAXI J1807+132,NS,6.3,60223.59141,Unclear,1.0092548940862275e+28,3.3641829802874255e+27,1,8.950658350066599e+33,2.485604456801507e+33,3.249571254249788e+33,0
MAXI J1807+132,NS,6.3,60231.52607,Unclear,8.633385238568932e+27,2.877795079522978e+27,1,4.10535701515441e+33,2.015749627868792e+33,3.3587101118164595e+33,0
MAXI J1810-222,candidateBH,8.0,60070.16022,HS,1.9607473953719202e+28,2.192182231378635e+27,0,1.3750219533561954e+36,1.1673127876529731e+35,1.1446675591566323e+35,0
MAXI J1810-222,candidateBH,8.0,60078.96848,HS,2.352896874446304e+28,2.286604748071377e+27,0,1.1839287144740953e+36,1.1750998012655668e+35,1.2455352420833251e+35,0
MAXI J1810-222,candidateBH,8.0,60086.06257,HS,1.078411067454556e+28,2.0335370554922002e+27,0,1.1318012162941463e+36,1.1259079882508941e+35,1.1192305370200612e+35,0
MAXI J1810-222,candidateBH,8.0,60091.1179,HS,9.803736976859601e+27,1.0960911156893175e+27,0,1.0642194593450383e+36,9.491584221626584e+34,8.93556864803421e+34,0
MAXI J1810-222,candidateBH,8.0,60106.96526,HS,1.078411067454556e+28,2.0335370554922002e+27,0,1.1622622310915988e+36,1.204504131396487e+35,1.2260083906811826e+35,0
MAXI J1810-222,candidateBH,8.0,60160.81992,HS,7.842989581487682e+27,1.9995778460455303e+27,0,9.806775462956446e+35,1.0249450721850945e+35,1.023795336129143e+35,0
MAXI J1810-222,candidateBH,8.0,60191.62486,SS,4.999905858198397e+28,3.1771520259769496e+27,0,3.3578203339590634e+36,2.507828439493521e+35,2.4383714155146296e+35,0
MAXI J1810-222,candidateBH,8.0,60195.58998,SS,8.82336327917364e+27,2.9740246523727155e+27,0,5.0917378027599183e+36,4.113867122804947e+35,4.021150558200904e+35,0
MAXI J1810-222,candidateBH,8.0,60203.61979,SS,5.686167446578569e+28,3.453643786798261e+27,0,4.6639586457659276e+36,3.437887686308539e+35,3.3226242743327797e+35,0
MAXI J1810-222,candidateBH,8.0,60218.51362,SS,1.6666352860661324e+28,3.056895742124708e+27,0,3.7112697309884575e+36,3.450625518051459e+35,3.419784602437518e+35,0
MAXI J1810-222,candidateBH,8.0,60223.57193,SS,8.82336327917364e+27,2.9740246523727155e+27,0,2.5710351754067134e+36,2.0447220648204386e+35,1.995436883167895e+35,0
MAXI J1810-222,candidateBH,8.0,60231.50682,HS,1.47056054652894e+28,3.031638231102427e+27,0,3.0917900721992527e+35,3.2357256334848574e+34,3.2128116682998226e+34,0
MAXI J1810-222,candidateBH,8.0,60239.47201,HS,8.82336327917364e+27,2.9740246523727155e+27,0,5.296392310053264e+35,6.297878010527632e+34,7.147816490614987e+34,0
MAXI J1816-195,NS,6.0,59738.97492,HS,2.319441622012771e+29,1.170218560104794e+28,0,2.011968091491255e+37,2.016187387926408e+36,2.016104227158749e+36,0
MAXI J1820+070,BH,2.96,58389.74588,IMS,4.657196624698316e+28,2.4175068696409996e+27,0,9.532442915090394e+36,6.922398838889177e+35,6.72757971650219e+35,0
MAXI J1820+070,BH,2.96,58396.695119065,HS,1.583715278715854e+29,8.091573236643656e+27,0,3.255002085473903e+36,2.617522396060709e+35,2.5643094880945385e+35,0
MAXI J1820+070,BH,2.96,58403.66227690014,HS,3.5163847713860487e+28,1.8273411195759223e+27,0,9.69513921096637e+35,7.481896368706753e+34,7.3024785997544315e+34,0
MAXI J1820+070,BH,2.96,58405.67170743807,HS,3.247958452959632e+28,1.6656907479699138e+27,0,7.593467316879883e+35,5.523845354407887e+34,5.366810090540483e+34,0
MAXI J1820+070,BH,2.96,58410.61921118968,HS,2.040040020040761e+28,1.275830743281758e+27,0,4.333384179458516e+35,3.6985703586175934e+34,3.64054928048833e+34,0
MAXI J1820+070,BH,2.96,58418.53941717185,HS,2.160831863332648e+28,1.272568664778435e+27,0,2.2549775741973433e+35,1.6585522406247707e+34,1.6131968227350695e+34,0
MAXI J1820+070,BH,2.96,58425.50139,HS,1.5434513309518914e+28,9.533046476274722e+26,0,1.0751702545700354e+35,9.900701593096214e+33,9.80265165129136e+33,0
MAXI J1820+070,BH,2.96,58432.48179,HS,1.097863642364041e+28,7.772564360672096e+26,0,5.22901268348738e+34,5.570336800894193e+33,5.546586204363294e+33,0
MAXI J1820+070,BH,2.96,58435.67467,HS,1.0039144309147956e+28,5.986042316242046e+26,0,3.581314349688856e+34,2.702652220192655e+33,2.624926123823864e+33,0
MAXI J1820+070,BH,2.96,58439.48206,HS,1.064310352560739e+28,8.915848454767765e+26,0,2.0854984429384e+34,1.608243462076349e+33,1.5593588115228364e+33,0
MAXI J1820+070,BH,2.96,58551.07225,HS,2.5903139728149133e+27,4.1147497968301006e+26,0,5.778249180566758e+32,1.301050509699278e+32,1.4460396528937037e+32,0
MAXI J1820+070,BH,2.96,58560.14061,HS,5.757744530246622e+28,2.9141858748519695e+27,0,4.778206958503886e+35,3.65612626657119e+34,3.5591435105695947e+34,0
MAXI J1820+070,BH,2.96,58567.1405,HS,5.086678734180581e+28,2.587583068745229e+27,0,7.426858865195808e+35,6.941268063592415e+34,6.89317482676952e+34,0
MAXI J1820+070,BH,2.96,58574.12636,HS,4.294821094822654e+28,2.1826381747427012e+27,0,5.034417053264621e+35,4.1120177631386636e+34,4.0358243055797926e+34,0
MAXI J1820+070,BH,2.96,58582.12003,HS,3.0197960822971796e+28,1.5735169331464402e+27,0,2.416516447915777e+35,1.869988653364473e+34,1.8131961065240713e+34,0
MAXI J1820+070,BH,2.96,58588.12054,HS,2.4561008136017056e+28,1.2842628511931275e+27,0,1.126642812520012e+35,8.816064131525518e+33,8.58969107900861e+33,0
MAXI J1820+070,BH,2.96,58593.14246,HS,1.8521415971422695e+28,9.910612665754326e+26,0,6.517123136195861e+34,5.904007679155912e+33,5.773655485954121e+33,0
MAXI J1820+070,BH,2.96,58602.21251,HS,8.965439035442292e+27,5.295147134244681e+26,0,1.7469154237335567e+34,2.8507340253351894e+33,2.889927177201445e+33,0
MAXI J1820+070,BH,2.96,58607.97422,HS,2.8050550275560465e+27,3.256743910819238e+26,0,3.31261345209914e+33,5.129897971270619e+32,5.3504015610797125e+32,0
MAXI J1820+070,BH,2.96,58614.96119,HS,1.3354209341714193e+27,3.0796309038190462e+26,0,1.0778516018492445e+33,1.9774258776623754e+32,2.09409346905905e+32,0
MAXI J1820+070,BH,2.96,58711.89005,HS,2.0668826518834023e+28,1.1066890278739184e+27,0,6.17691471957516e+34,5.994066699091076e+33,5.900418238553882e+33,0
MAXI J1820+070,BH,2.96,58718.6813,HS,4.5632474132490705e+28,2.3042488168515105e+27,0,7.397468359456597e+35,5.337143713187398e+34,5.181897407382499e+34,0
MAXI J1820+070,BH,2.96,58726.765,HS,4.335085042586617e+28,2.189602856522005e+27,0,5.528686716000905e+35,5.339344507213463e+34,5.296781130586172e+34,0
MAXI J1820+070,BH,2.96,58733.67729,HS,3.060060030061141e+28,1.557502511402259e+27,0,2.9966368232080604e+35,2.7926772619255077e+34,2.769595566542863e+34,0
MAXI J1820+070,BH,2.96,58740.75513,HS,2.4561008136017056e+28,1.266253324609427e+27,0,1.4090682073948564e+35,1.0841529932280572e+34,1.052832081088005e+34,0
MAXI J1820+070,BH,2.96,58747.62687,HS,1.905826860827553e+28,9.944860011966545e+26,0,4.863287238105075e+34,4.801814238434017e+33,4.769515478867387e+33,0
MAXI J1820+070,BH,2.96,58755.65173,HS,1.0710210105213996e+28,6.465968805192587e+26,0,1.2177169900695733e+34,1.3874165815856223e+33,1.336471079324317e+33,0
MAXI J1820+070,BH,2.96,58762.66938,HS,2.87216160716265e+27,2.6619582346562668e+26,0,1.5458453487832096e+33,4.1683412094150465e+32,4.423984453753273e+32,0
MAXI J1820+070,BH,2.96,58910.18478,HS,4.321663726665296e+28,2.1833428616779026e+27,0,6.444583205366747e+35,4.832976508667216e+34,4.706744884614394e+34,0
MAXI J1820+070,BH,2.96,58917.12655,HS,3.489542139543407e+28,1.7891298768297038e+27,0,3.6446192220146576e+35,3.499432153355299e+34,3.4818118761126452e+34,0
MAXI J1820+070,BH,2.96,58922.34495,HS,3.409014244015482e+28,1.7382630152350697e+27,0,2.6531101797277573e+35,2.2044270384928826e+34,2.163217252139273e+34,0
MAXI J1820+070,BH,2.96,58929.0675,HS,2.5500500250509505e+28,1.306095412325863e+27,0,1.4047365353282815e+35,1.0498629100571002e+34,1.018328610544966e+34,0
MAXI J1820+070,BH,2.96,58937.31514,HS,1.6105579105584952e+28,8.5012038956092e+26,0,3.414828212880998e+34,3.464153665163686e+33,3.434196685582422e+33,0
MAXI J1820+070,BH,2.96,58942.18589,HS,9.904931149934747e+27,5.582767327803392e+26,0,1.1774239142991857e+34,1.2196396540994834e+33,1.2087372802755533e+33,0
MAXI J1820+070,BH,2.96,58971.01094,HS,1.1045743003247014e+27,2.596055913152701e+26,0,3.0964864739381636e+32,1.0624769258067883e+32,9.892942480533544e+31,0
MAXI J1820+070,BH,2.96,59666.09741,HS,1.3958168558173625e+27,2.8905725871120095e+26,0,1.2705846755380375e+33,2.5977870316635668e+32,2.8284626910021207e+32,0
MAXI J1820+070,BH,2.96,59673.07523,HS,1.281735670486136e+27,2.890418738001587e+26,0,1.3109814215675274e+33,1.7997887369172415e+32,1.850072345618206e+32,0
MAXI J1820+070,BH,2.96,59685.21418,HS,1.1837600642604942e+27,2.6178382499109564e+26,0,1.231091192994714e+33,3.2028836559812746e+32,3.70499510028257e+32,0
MAXI J1820+070,BH,2.96,59700.03451,HS,1.0763895368899278e+27,3.199598084809162e+26,0,9.35726320056222e+32,1.775391689188694e+32,1.927919239921916e+32,0
MAXI J1820+070,BH,2.96,59706.04259,HS,1.5434513309518915e+27,3.560755043972188e+26,0,9.700251488933592e+32,2.6463831013775793e+32,3.1131232750571138e+32,0
MAXI J1820+070,BH,2.96,59769.86133,HS,1.080415931666324e+27,2.632907216652672e+26,0,1.604195171792685e+33,3.425025233872342e+32,3.7839239080119376e+32,0
SAX J1808.4-3658,NS,2.7,58705.81791,HS,6.578743777768261e+27,5.003876617946546e+26,0,4.4531575195035056e+35,3.5030144574551424e+34,3.421618819234401e+34,0
SAX J1808.4-3658,NS,2.7,58711.91819,HS,4.0720717656219393e+27,3.0861017007745373e+26,0,3.6683536967522544e+35,2.9017032005283796e+34,2.8361530255067734e+34,0
SAX J1808.4-3658,NS,2.7,58726.79406,HS,1.8329627303145075e+27,2.2297929263786377e+26,0,2.2284299511850553e+34,2.1973042242918233e+33,2.3171532571271195e+33,0
SAX J1808.4-3658,NS,2.7,59818.664069,HS,4.1318155855755305e+27,3.563415090402608e+26,0,2.1514475776867526e+35,1.59060284652012e+34,1.545554788455074e+34,0
SAX J1808.4-3658,NS,2.7,59825.647711,HS,5.6393699208530894e+26,1.8797899736176968e+26,1,1.493902093395204e+34,1.8633107726553648e+33,1.8858627255674847e+33,0
SAX J1808.4-3658,NS,2.7,59831.721025,HS,5.7845418198057435e+26,1.9281806066019143e+26,1,6.982456983254076e+34,5.633956283131143e+33,5.521923912355204e+33,0
SAX J1810.8-2609,NS,4.9,59378.0052,HS,1.8389666001124923e+27,5.956094581174341e+26,0,8.86118848068637e+35,8.863337846763991e+34,9.922636199294899e+34,0
SAX J1810.8-2609,NS,4.9,59384.9575,HS,3.346919212204737e+27,1.115639737401579e+27,1,7.537687795732007e+35,7.304252593457016e+34,7.355776522935859e+34,0
SAX J1810.8-2609,NS,4.9,59392.0794,HS,3.9721678562429835e+27,1.3240559520809943e+27,1,1.0035063541206715e+36,9.778128282552815e+34,9.695773334176895e+34,0
SAX J1810.8-2609,NS,4.9,59399.9485,HS,3.420477876209236e+27,1.1401592920697453e+27,1,1.3059054944412536e+36,1.3758445830671045e+35,1.3648491850266794e+35,0
SAX J1810.8-2609,NS,4.9,59407.0643,HS,5.185885812317228e+27,1.7286286041057425e+27,1,1.0012455191115894e+36,1.180765670373116e+35,1.1745437795084067e+35,0
SAX J1810.8-2609,NS,4.9,59433.8542,HS,3.861829860236235e+27,1.2872766200787447e+27,1,2.2893446948653638e+36,2.328945216157135e+35,2.2328781372438875e+35,0
SAX J1810.8-2609,NS,4.9,59462.7406,HS,2.1332012561304912e+27,7.110670853768304e+26,1,8.45843725476182e+35,1.1736315273649731e+35,1.1690747790076744e+35,0
SAX J1810.8-2609,NS,4.9,59470.6371,HS,2.7216705681664884e+27,9.072235227221628e+26,1,4.274740699379055e+35,3.7929033048650203e+34,3.686158195902121e+34,0
SAX J1810.8-2609,NS,4.9,59477.6687,HS,1.6550699401012433e+27,5.516899800337477e+26,1,4.3913911085852495e+35,4.0583940645693156e+34,3.9334645484854065e+34,0
SAX J1810.8-2609,NS,4.9,59484.585,HS,4.7813131602924804e+27,1.5937710534308268e+27,1,5.371916330354901e+35,4.737238325580394e+34,4.546811693566449e+34,0
SAX J1810.8-2609,NS,4.9,59491.6485,HS,1.912525264116992e+27,6.375084213723306e+26,1,4.043195762006657e+35,3.510594061865043e+34,3.321248766362486e+34,0
SAX J1810.8-2609,NS,4.9,59496.6492,HS,2.1332012561304912e+27,7.110670853768304e+26,1,1.4905474626219633e+35,1.7477615387768558e+34,1.5391172794567423e+34,0
SAX J1810.8-2609,NS,4.9,59510.5502,HS,1.471173280089994e+27,4.903910933633314e+26,1,1.3710038527112753e+33,5.8588087649550934e+32,7.270416746911347e+32,0
Swift J1727.8-1613,BH,5.5,60191.66891,HS,4.2436318012983237e+30,2.1218968564763403e+29,0,8.32203416738256e+38,6.705120995579787e+37,6.569154515605001e+37,0
Swift J1727.8-1613,BH,5.5,60193.64001,HS,4.4285203237615276e+30,2.2143813733155484e+29,0,8.593418939998533e+38,6.625966121560546e+37,6.46851280518437e+37,0
Swift J1727.8-1613,BH,5.5,60195.63401,HS,4.014722202058166e+30,2.0074466725672322e+29,0,7.99985945722154e+38,6.262349907343954e+37,6.121156964836003e+37,0
Swift J1727.8-1613,BH,5.5,60203.65151,HS,3.9456786184816807e+30,1.972926378089775e+29,0,7.50108708033294e+38,6.957077850290514e+37,6.901902574210522e+37,0
Swift J1727.8-1613,BH,5.5,60359.14833,SS,1.2957274435318316e+29,6.542659378245421e+27,0,2.3951285779120476e+37,1.8879512021483556e+36,1.846400741366821e+36,0
Swift J1727.8-1613,BH,5.5,60365.12108,SS,1.0176899208583448e+29,5.169185664029896e+27,0,2.1039861590931877e+37,1.8506583673423977e+36,1.8270859086335675e+36,0
Swift J1727.8-1613,BH,5.5,60407.93309,HS,3.85732976591545e+28,2.174490463438483e+27,0,4.6916143984748977e+36,4.5095727841925954e+35,4.489755189734478e+35,0
Swift J1727.8-1613,BH,5.5,60412.98246,HS,3.0540224769129963e+28,1.784438736852839e+27,0,3.854209349210049e+36,3.400280526531766e+35,3.357161523052793e+35,0
Swift J1727.8-1613,BH,5.5,60421.94378,HS,2.2888331819394292e+28,1.46266799637147e+27,0,2.4485448064724615e+36,1.7693388306383376e+35,1.718185813103533e+35,0
Swift J1727.8-1613,BH,5.5,60428.9921,HS,1.590134668838103e+28,1.1811639308385091e+27,0,4.904847217681389e+35,4.480558996535563e+34,4.398304322340402e+34,0
Swift J1727.8-1613,BH,5.5,60435.89846,HS,9.740998359089239e+27,1.0375215595648963e+27,0,2.754287097055124e+34,3.108083369005179e+33,3.0272984157987073e+33,0
Swift J1727.8-1613,BH,5.5,60441.91332,HS,5.75082728614048e+27,9.20033182740533e+26,0,2.8362316548684296e+33,1.3277253673803696e+33,2.0241040605076367e+33,0
Swift J1727.8-1613,BH,5.5,60448.93642,HS,5.63295280879763e+27,8.873031486160302e+26,0,5.464051853841489e+33,1.8213506179471643e+33,0.0,1
Swift J1727.8-1613,BH,5.5,60455.92899,HS,4.238544376277643e+27,8.341409267582974e+26,0,6.603771372002552e+32,3.226838517478742e+32,7.210687889400382e+32,0
Swift J1727.8-1613,BH,5.5,60463.89865,HS,4.8902967204810494e+27,1.6300989068270165e+27,1,3.0626505718176513e+32,1.519077153374805e+32,3.0140467935187755e+32,0
Swift J1842.5-1124,candidateBH,8.12,59001.1292,SS,6.969037899619776e+27,2.3230126332065921e+27,1,5.788125597104726e+36,5.4702362533752615e+35,5.438113859816935e+35,0
Swift J1842.5-1124,candidateBH,8.12,59008.1762,HS,2.3129125782796064e+28,3.3377625401371966e+27,0,1.25952475227956e+36,1.0182074394097039e+35,9.96131329231388e+34,0
Swift J1842.5-1124,candidateBH,8.12,59019.0632,HS,8.28204504012785e+27,1.8645751858875997e+27,0,1.703614099399238e+34,5.629854689802203e+33,1.367103319918317e+34,0
XTE J1701-462,NS,8.8,59829.65461,SS,8.778266089080086e+27,2.926088696360029e+27,1,6.247183069235546e+37,1.0839463492489438e+37,1.0523089782834576e+37,0
XTE J1701-462,NS,8.8,59831.70687,SS,8.185140001980081e+27,2.7283800006600275e+27,1,9.20342751534374e+37,1.3552146238728868e+37,1.2789499246574856e+37,0
XTE J1701-462,NS,8.8,59838.71566,SS,4.0213948705380395e+28,3.109932645472315e+27,0,1.7596088306591882e+38,2.6097482963081984e+37,2.4654498701328066e+37,0
XTE J1701-462,NS,8.8,59842.59219,SS,3.1079806964040302e+29,1.5942187686062737e+28,0,2.215657337542757e+38,3.517357942096609e+37,3.3608782884122607e+37,0
XTE J1701-462,NS,8.8,59846.7369,SS,4.721283653316046e+29,2.375023796523683e+28,0,1.7986694728970325e+38,3.0564448593800093e+37,2.956235730246635e+37,0
XTE J1701-462,NS,8.8,59852.53187,SS,2.0284912178820194e+29,1.0672479478389213e+28,0,2.4750457047187938e+38,3.830222065224387e+37,3.6441856563727134e+37,0
XTE J1701-462,NS,8.8,59859.69108,SS,1.5539903482020151e+29,8.235059652827482e+27,0,2.663376726828877e+38,4.313933056935719e+37,4.136260392339244e+37,0
XTE J1701-462,NS,8.8,59880.63565,SS,8.778266089080086e+27,2.926088696360029e+27,1,1.3206966753694617e+38,2.166597014744267e+37,2.0818201186430613e+37,0
XTE J1701-462,NS,8.8,59965.41679,SS,8.422390436820081e+27,2.807463478940027e+27,1,8.884952561222361e+37,1.7725813086723992e+37,1.771204542254458e+37,0
XTE J1701-462,NS,8.8,59972.33898,SS,1.7082031308480166e+28,5.694010436160055e+27,1,8.475391609367171e+37,1.6407725696471844e+37,1.6286493742127116e+37,0
XTE J1701-462,NS,8.8,59979.24053,SS,1.6963406091060162e+28,5.654468697020054e+27,1,7.292299236514007e+37,1.3593622162210802e+37,1.3385626952463447e+37,0
XTE J1701-462,NS,8.8,59986.37178,SS,9.134141741340089e+27,3.04471391378003e+27,1,6.405917922237452e+37,1.234556257849954e+37,1.2242400960022094e+37,0
XTE J1701-462,NS,8.8,60001.21441,SS,1.6607530438800163e+28,5.535843479600053e+27,1,4.0871887319037097e+37,7.996375512015495e+36,7.96052213496318e+36,0
XTE J1701-462,NS,8.8,60028.03843,SS,8.422390436820081e+27,2.807463478940027e+27,1,9.448558728524564e+34,2.289446600871142e+34,2.2916129097344146e+34,0
